Query	UserId	ChatsQ	BotAnswer	BotHelp	Rank	DocName	LemFounText	FounText	Score	Opinion	Confidence
Здравствуйте. У сотрудника нет банковских реквизитов. Можем ли мы выплатить ему через кассу расчет при увольнении?	19820920	1	0	0	13	Как оформить и учесть закрытие обособленного подразделения: магазина, склада или офиса	оформлять и учитывать закрытие обособленный подразделение магазин склад или офис порядок увольнение зависеть организация другой подразделение тот же населенный сотрудник можно нет подходящий вакансия этот случай основание расторжение трудовой договор	Как оформить и учесть закрытие обособленного подразделения: магазина, склада или офиса Порядок увольнения зависит от того, есть ли у организации другие подразделения в том же населенном ... сотрудников можно, лишь если нет подходящих вакансий. В этом случае основание для расторжения трудовых договоров ...	0.8551535606384277	Правда	0.9552996158599854
Доброго дня! есть ли норматив в пределах которого можно увеличить расходы, уменьшающие УСН, по списанию угля при наличии собственной котельной, или включаем в расходы, уменьшающие УСН уголь по факту (ООО УСН д-р)	13930577	1	0	0	16	Сервис, чтобы рассчитать  нормативный   расход  ГСМ для автотранспорта	сервис рассчитать нормативный расход гсм автотранспорт подробно рекомендация какой способ использовать расчет базовый норма расход топливо легковой автомобиль	Сервис, чтобы рассчитать нормативный расход ГСМ для автотранспорта Подробнее – в рекомендации Какие способы использовать для расчета базовой нормы расхода топлива легковых автомобилей .	0.49802571535110474	Ложь	0.9138145446777344
добрый день. Подскажите, пожалуйста, при внесении изменений в перечень ОКВЭД ИП должен уплатить государственную пошлину или нет?	20066633	1	0	0	30	Какой  ОКВЭД  относится к общепиту	какой оквэд относиться общепит услуга сфера общепит относиться класс 56 деятельность предоставление продукт питание и напиток 2 этот класс включать себя услуга предоставление продукт питание и напиток готовый	Какой ОКВЭД относится к общепиту Услуги в сфере общепита относятся к классу 56 Деятельность по предоставлению продуктов питания и напитков ... 2 . Этот класс включает в себя услуги по предоставлению продуктов питания и напитков, готовых...	0.5363795757293701	Ложь	0.9641880989074707
Доброе утро. Входит ли уплата налога на прибыль, удержанного при выплате доходов налогоплательщикам в виде дивидендов в ЕНП?	15711967	1	0	0	29	Когда налоговому агенту  удержать  и перечислить налог на  прибыль  с  дивидендов 	когда налоговый агент удерживать и перечислять налог прибыль с дивиденд удерживать рассчитать принятие решение выплата дивиденд налог прибыль момент их выплата перечислять налог прибыль бюджет зависимость вид дивиденд	Когда налоговому агенту удержать и перечислить налог на прибыль с дивидендов Удержать рассчитанный при принятии решения о выплате дивидендов налог на прибыль нужно в момент их выплаты. Перечислите налог на прибыль в бюджет в зависимости от вида дивидендов:	0.8686981201171875	Правда	0.9686030745506287
Добрый день. Подскажите пожалуйста по вопросу налога на имущество. Объект на 31 декабря самортизирован. Как отразить в декларации?	21498814	1	0	0	17	Как оформить и  учесть  ликвидацию основных средств	оформлять и учитывать ликвидация основный средство стоимость капвложение списывать прочий расход отражать и оформлять ликвидация основный средство не поскольку имущество не быть учитывать состав основной средство счет 01 следовательно создавать комиссия	Как оформить и учесть ликвидацию основных средств Стоимость капвложений спишите в прочие расходы. Отражать и оформлять ликвидацию основного средства не нужно, поскольку имущество еще не было учтено в составе основных средств на счете 01. Следовательно, создавать комиссию,...	0.24581289291381836	Ложь	0.9204670190811157
Здравствуйте. Подскажите, какие проводки нужно сделать чтобы закрыть уведомления по 1 С программе	2330041	1	0	0	22	Как бухгалтеру  закрыть  2023 год: списки важных дел и дат	бухгалтер закрывать 2023 год список важный дело и дата весь организация должный проводить инвентаризация актив и обязательство составление годовой бухгалтерский отчетность п положение ведение бухгалтерский учет и отчетность утв приказ минфин 29 07 1998 34н	Как бухгалтеру закрыть 2023 год: списки важных дел и дат Все организации должны провести инвентаризацию активов и обязательств перед составлением годовой бухгалтерской отчетности ( п. ... положения по ведению бухгалтерского учета и отчетности, утв. приказом Минфина от 29.07.1998 № 34н ).	0.24692320823669434	Ложь	0.8853437304496765
Организация оплатила за своего Руководителя вступительный и членский взнос в Деловую Россию, провели у себя за счет чистой прибыли. Должна ли организация удержать с этой суммы НДФЛ? Облагается ли данная операция взносами? Нужно ли пересдавать 6-НДФЛ, если не удержали вовремя, но в рамках одного года? Если облагается НДФЛ, то какой код дохода ставить?	4083486	1	0	0	10	Какие  доходы  не  облагаются   налогом  при УСН у  организаций 	какой доход не облагаться налог усна организация организация упрощенка не учитывать налоговый база	Какие доходы не облагаются налогом при УСН у организаций Организации на упрощенке не учитывают в налоговой базе:	0.42672163248062134	Ложь	0.8127774596214294
Добрый день! Можно ли учесть в расходах по налогу на прибыль рекламу Яндекс директ?	10702929	1	0	0	23	Как  учесть  при расчете  налога  на  прибыль  доходы и  расходы  от реализации имущественных прав	учитывать расчет налог прибыль доход и расход реализация имущественный право стоимость приобретение имущественный право с учет расход их реализация превышать выручка разница признаваться убыток организация мочь учитывать он расчет налог прибыль подп 2 1 п 1	Как учесть при расчете налога на прибыль доходы и расходы от реализации имущественных прав Если стоимость приобретения имущественных прав с учетом расходов на их реализацию превышает выручку, разница признается убытком. Организация может учесть его при расчете налога на прибыль ( подп. 2.1 п. 1...	0.2666879892349243	Ложь	0.9285326600074768
Добрый день. С ООО (на НДС)рассчитались квартирой, эту квартиру мы хотим продать физлицу. Продажа квартир не облагается НДС ? Заранее спасибо	344296	1	0	0	7	Какие документы оформить при  продаже  недвижимости: зданий,  жилья  или земли	какой документ оформлять продажа недвижимость здание жилье или земля особенность договор продажа здание и земельный участок использовать особый форма договор купля продажа договор продажа ст 549 гк продавать физический лицо воспользоваться договор купля продажа организация и гражданин	Какие документы оформить при продаже недвижимости: зданий, жилья или земли Особенности договора. При продаже зданий и земельных участков используют особую форму договора купли-продажи: договор продажи ... ст. 549 ГК ). Если продаете физическому лицу , воспользуйтесь договором купли-продажи между организацией и гражданином ...	0.7590683698654175	Ложь	0.9430642127990723
pf zydfhm 2024 u/ gj rfrjq ajhvt clfdfnm ltrkfhfwb. gj yfkjue yf ghb,skm	4004194	1	0	0	20	Ставки НДФЛ в  2024  году	ставка ндфл 2024 год ставка ндфл зависеть статус получатель доход резидент или нерезидент вид доход зарплата материальный выгода приз и т д а также сумма совокупный доход 5 млн руб или более кроме тот с 2024 год применяться специальный правило дистанционный работник	Ставки НДФЛ в 2024 году Ставка НДФЛ зависит от статуса получателя дохода – резидент или нерезидент, от вида дохода – зарплата, материальная выгода, призы и т. д., а также от суммы совокупного дохода – до 5 млн руб. или более. Кроме того, с 2024 года применяются специальные правила для дистанционных работников.	0.22851967811584473	Ложь	0.8864249587059021
Здравствуйте, подскажите пожалуйста, как правильно сформировать отчет 6-НДФЛ за 2023год, если заработную плату за декабрь выплатили в январе 2024г. Можно ли отразить во 2 Разделе всю начисленную заработную плату за год, начисленный НДФЛ за год, а уплаченный НДФЛ меньше на сумму которую уплатили в январе.	4277311	1	0	0	9	Как  отразить  в  6-НДФЛ  прочие  выплаты 	отражать 6 ндфл прочий выплата не отражать 6 ндфл 2022 и 2023 год доход вид материальный выгода любой физлицо налог удерживать с матвыгода заполнять поля 030 032 раздевать 1 и поле 190 раздел 2	Как отразить в 6-НДФЛ прочие выплаты Не отражайте в 6-НДФЛ за 2022 и 2023 годы доход в виде материальной выгоды. Любая ... физлицу налог , удержанный с матвыгоды, заполните поля 030–032 раздела 1 и поле 190 раздела 2 .	0.3493175506591797	Ложь	0.8963254690170288
молодой специалист, как правило, характеризует гражданина, имеющего соответствующее образование и принятого на работу по полученной специальности. Однако если работник устроен впервые техником, но у него юридическое образование, он считается молодым специалистом?	2026798	1	0	0	1	Какие  сотрудники   считаются   молодыми   специалистами 	какой сотрудник считаться молодой специалист так пункт 6 статья 2 федеральный закон 30 12 2020 489 фз молодой специалист образовательный программа и программа профессиональный обучение и впервые устраиваться работа соответствие с получать	Какие сотрудники считаются молодыми специалистами Так, в пункте 6 статьи 2 Федерального закона от 30.12.2020 № 489-ФЗ под молодым специалистом ... образовательным программам и программам профессионального обучения и впервые устраивается на работу в соответствии с полученной ...	0.983039140701294	Правда	0.962868332862854
Здравствуйте!) Пришлите, пожалуйста, образец 6 НДФЛ с 2НДФЛ за 2023 год.	19577141	1	0	0	11	Как заполнить  6-НДФЛ  за I квартал, полугодие, девять месяцев и  год  на примере с  образцами 	заполнять 6 ндфл i квартал полугодие девять месяц и год пример с образец расчет год бухгалтер включать приложение справка доход и сумма налог физический лицо приложение он заполнять отдельно каждый сотрудник	Как заполнить 6-НДФЛ за I квартал, полугодие, девять месяцев и год на примере с образцами В расчет за год бухгалтер включил приложение — справки о доходах и суммах налога физического лица . Приложение он заполнил отдельно по каждому сотруднику.	0.49179956316947937	Правда	0.9379648566246033
Добрый день, подскажите, можно ли использовать по обособленному подразделению свою нумерацию счет-фактур с префиксом ?	21461539	1	0	0	4	Как составить и зарегистрировать  счет-фактуру 	составлять и зарегистрировать счет фактура нумерация счет фактура вести порядок возрастание номер счет фактура обособленный подразделение добавлять индекс данный подразделение	Как составить и зарегистрировать счет-фактуру Нумерацию счетов-фактур ведите в порядке возрастания. К номерам счетов-фактур обособленного подразделения добавляйте индекс данного подразделения.	0.8964717388153076	Правда	0.9531369805335999
Здравствуйте. Гражданин получил в наследство долю в обществе с ограниченной ответственностью. Вступив в права наследства, он запросил у общества внушительный перечень документов за предшествующие 5 лет. Имел ли он право знакомиться с информацией о деятельности общества за период, когда не владел долей и не был участником? Вопрос 2: имеет ли он право оспаривать решения или действия, которые были предприняты до его вхождения в состав участников ООО?	14273129	1	0	0	27	Как выйти из  ООО  и  когда  выход  участников  из  общества   запрещен 	выходить ооо и когда выход участник общество запрещать также выход ооо возможный не решение участник например общество мочь исключать участник число запрет переход доля правопреемник переход правопреемник доля возможный наследование	Как выйти из ООО и когда выход участников из общества запрещен Также выход из ООО возможен не по решению участника . Например, общество может исключить участника по ... числе при запрете на переход доли к правопреемникам. Переход к правопреемникам доли возможен при наследовании ,...	0.4935055077075958	Ложь	0.9052906632423401
Благодарю!	15184965	1	0	0	1	Пять советов, как поздравлять и принимать пожелания	пять совет поздравлять и принимать пожелание любовь когда произносить пожелание думать тот кто любить родной друг и близкий человек и тот кто вы благодарный любовь	Пять советов, как поздравлять и принимать пожелания Любовь. Когда произносят такое пожелание, думайте о тех, кого любите – родных, друзьях и близких людях. И о тех, кому вы благодарны за любовь.	0.5547261834144592	Правда	0.9560209512710571
Добрый день! Организация оказывает образовательные услуги. Надо ли при приеме оплаты в кассовом чеке указывать меру предмета расчета (тег 2108) или этот тег для услуг является необязательным?	19277102	1	0	0	18	Как оформить  кассовый   чек  при  расчетах  за  принятый  от граждан металлолом	оформлять кассовый чек расчет принимать гражданин металлолом предмет расчет тег 1059 наименование товар описание работа или услуга	Как оформить кассовый чек при расчетах за принятый от граждан металлолом предмет расчета ( тег 1059) – наименование товара, описание работы или услуги ;	0.9400378465652466	Правда	0.956475555896759
пособие в 2024г	3365188	1	0	0	11	Как оформить отпуск и  пособие по  беременности и родам	оформлять отпуск и пособие беременность и род сотрудница вправе обращаться отпуск беременность и род с она заключать трудовой договор время отпуск работница получать пособие ст 255 тк основание оформление отпуск	Как оформить отпуск и пособие по беременности и родам Сотрудница вправе обратиться за отпуском по беременности и родам, если с ней заключен трудовой договор. За время отпуска работница получит пособие ( ст. 255 ТК ). Основанием для оформления отпуска...	0.4291972219944	Ложь	0.8982845544815063
Добрый день! Может ли ООО на УСН (доходы-расходы) принять на расходы услуги самозанятого по оформлению документов по кадровым операциям и воинскому учету. Кадровик в штате отсутствует. Договор возмездного оказания услуг с самозанятым подписан, акты оказанных услуг оформляются, чеки предоставляются..	20566930	1	0	0	24	Как учесть  расходы  на сертификацию продукции, товаров или  услуг 	учитывать расход сертификация продукция товар или услуга расход сертификация менеджмент качество учитывать единовременно полный объем бухучет и налоговый учет сертификация система менеджмент качество заключаться подтверждение соответствие тот или иной объект продукция работа услуга	Как учесть расходы на сертификацию продукции, товаров или услуг Расходы на сертификацию менеджмента качества учтите единовременно в полном объеме в бухучете и налоговом учете. ... сертификации системы менеджмента качества заключается в подтверждении соответствия тех или иных объектов (продукции, работ, услуг ,...	0.05052116885781288	Ложь	0.9328258633613586
"Скажите, пожалуйста, после получения данного сообщения , уже сейчас нужно подавать претензию на сумму долга ? 17 фев
Началось банкротное дело в суде
Суды
Суд принял заявление о банкротстве контрагента. Следите за ходом банкротного дела, если у контрагента есть долги перед вами. Включитесь в реестр кредиторов, как только суд введет процедуру наблюдения."	836505	1	0	0	1	Как  направить   претензию  и зафиксировать ответ на нее	направлять претензия и зафиксировать ответ она закон содержать срок предъявление претензия предъявлять претензия этот срок закон сразу обращаться суд успевать подавать иск предел срок исковой давность направлять	Как направить претензию и зафиксировать ответ на нее Если закон содержит срок предъявления претензии , то нужно предъявить претензию в этот срок. В таком ... закон, то сразу обращайтесь в суд. Успейте подать иск в пределах срока исковой давности. Направлять ...	0.8780992031097412	Ложь	0.9177486300468445
В 2023 организация применяла ОСНО. С 2024 перешла на режим УСНО. Можно ли списать остатки РБП при переходе с ОСН на УСН для уменьшения налога на УСН в 2024г.	21172367	1	0	0	23	Как учесть оплаченное в рассрочку основное средство при  переходе  с  общей   системы  на  упрощенку 	учитывать оплачивать рассрочка основной средство переход с общий система упрощенка 1 январь 2015 год ооо альфа применять общий режим налог прибыль считать метод начисление с 1 январь 2015 год альфа переходить упрощенка с объект доход минус расход	Как учесть оплаченное в рассрочку основное средство при переходе с общей системы на упрощенку До 1 января 2015 года ООО Альфа применяло общий режим , налог на прибыль считали методом начисления. С 1 января 2015 года Альфа перешла на упрощенку с объектом доходы минус расходы.	0.8388899564743042	Правда	0.9492288827896118
добрый день как посчитать авансовый платеж по прибыли за январь 2024 года по какой формуле	110559	1	0	0	2	Как  рассчитать   авансовые платежи  и  налог  на  прибыль  по ставке 20 процентов	рассчитать авансовый платеж и налог прибыль ставка 20 процент налог ставка 20 процент и авансовый платеж он рассчитывать отдельный сумма зачисление нк сумма авансовый платеж налог прибыль отчетный период определять формула	Как рассчитать авансовые платежи и налог на прибыль по ставке 20 процентов Налог по ставке 20 процентов и авансовые платежи по нему рассчитывайте отдельными суммами для зачисления ... НК ). Сумму авансовых платежей по налогу на прибыль за отчетные периоды определяйте по формулам ,...	0.5799490213394165	Правда	0.9524424076080322
Здравствуйте. у нас есть несколько сотрудников которые живут в других городах. руководитель хочет купить автомобили на организацию и передать им в пользование для того чтобы они добирались до места работы и обратно. все расходы на гсм и ремонт хочет принимать к ну. какими первичными документами эти операции оформляются?	9727050	1	0	0	26	Можно ли  принять   сотрудника  по совместительству, если основное  место   работы  в  другом   городе 	принимать сотрудник совместительство основной место работа другой город это закон не запрещать работать совместитель разный город так например сотрудник мочь работать основной место работа один город будни а совместительство другой город	Можно ли принять сотрудника по совместительству, если основное место работы в другом городе При этом закон не запрещает работать совместителю в разных городах . Так, например, сотрудник может работать на основном месте работы в одном городе по будням, а по совместительству в другом городе...	0.7852065563201904	Ложь	0.8382415175437927
Добрый день! Организация подписала договор о покупке доли в уставном капитале другой организации 26.12.2023 года, регистрация в налоговом органе произведена 06.02.2024 года. Деньги за долю будут перечислены (по договору) 29.02.2024. В каком периоде надо отражать в бух.учете приобретение доли в УК (2023 или 2024 год)?	15127177	1	0	0	10	Безопасная  доля  вычетов НДС на  II  квартал  2023   года 	безопасный доля вычет ндс ii квартал 2023 год показатель безопасный доля ii квартал 2023 год посчитать основание отчет 1 ндс состояние 1 май 2023 год опубликовывать сайт фнс безопасный доля вычет рассчитать операция который	Безопасная доля вычетов НДС на II квартал 2023 года Показатели безопасной доли на II квартал 2023 года посчитаны на основании отчета 1-НДС по состоянию ... 1 мая 2023 года, опубликованного на сайте ФНС . Безопасная доля вычетов рассчитана по операциям, которые...	0.25658679008483887	Ложь	0.8716590404510498
Добрый день. Подскажите пожалуйста. У нас в собственности есть земя приобретали ее в 1993 году допустим за 700т.р. Сейчас ее кадастровая стоимость допустим 17 млн.р. Можем ли мы сделать ее пеоценку и довести до кадастровой стоимости. Меня интересует бухгалтерский и налоговый учет. Спасибо.	3069674	1	0	0	2	Недвижимость в Бурятии, с которой налог на имущество в 2023  году  организации платят по  кадастровой   стоимости 	недвижимость бурятия с который налог имущество 2023 год организация платить кадастровый стоимость с торговый офисный недвижимость российский организация и постоянный представительство иностранный компания платить налог кадастровый стоимость 1 2 п 1 ст 378 2 нк перечень не поздно 1 го число очередной год	Недвижимость в Бурятии, с которой налог на имущество в 2023 году организации платят по кадастровой стоимости С торгово-офисной недвижимости российские организации и постоянные представительства иностранных компаний платят налог по кадастровой стоимости , ... 1–2 п. 1 ст. 378.2 НК ). Такие перечни не позднее 1-го числа очередного года ...	0.5761780738830566	Ложь	0.8770947456359863
Доброе утро вопрос. Сотрудник подключает к ДМС своего родственника, за свой счет. Как отразить проводкми удержание у сотрудника в счет оплаты по ДМС?	1737412	1	0	0	25	Как  учесть   удержание  из зарплаты материального ущерба, который  сотрудник  нанес организации	учитывать удержание зарплата материальный ущерб который сотрудник наносить организация организация общий режим учитывать удержание счет погашение материальный ущерб организация наносить сотрудник	Как учесть удержание из зарплаты материального ущерба, который сотрудник нанес организации Как организации на общем режиме учесть удержания в счет погашения материального ущерба организации, нанесенного сотрудником 	0.822751522064209	Ложь	0.9192588925361633
если пришло требование, что не взяли в зачет авансовый счет фактуру от поставщика (лизинговая компания) какое пояснение нужно им составить?	17015228	1	0	0	16	Как провести и оформить  зачет  взаимных  требований 	проводить и оформлять зачет взаимный требование 29 12 2001 65 законодательство не настаивать предъявлять зачет требование же организация изначально предполагать денежный форма расчет соблюдение остальной условие этот организация вправе	Как провести и оформить зачет взаимных требований ...29.12.2001 № 65 сказано, что законодательство не настаивает на том, чтобы предъявляемое к зачету требование ... же организациями , изначально предполагали денежную форму расчетов, то при соблюдении остальных условий эти организации вправе ...	0.5938239097595215	Правда	0.9318116307258606
приняли на работу врача на 1 час для выпуска водителей на рейс, он работает в поликлинике, нужно ли нам об принятии его на 1 час на работу оповещать военкомат	1901420	1	0	0	8	Как  оформить прием  на  работу  медицинского работника	оформлять прием работа медицинский работник трудовой договор с сотрудник можно заключать один определенный трудовой функция требовать сотрудник выполнять дополнительный работа который нет его трудовой договор общий случай запрещать кроме	Как оформить прием на работу медицинского работника Трудовой договор с сотрудником можно заключить по одной определенной трудовой функции. Требовать от сотрудника, чтобы ... выполнял дополнительную работу , которой нет в его трудовом договоре, в общем случае запрещено. Кроме того,...	0.0884692519903183	Ложь	0.9013597369194031
как зарезервированную сумму на ЕНС счете отразить по счету ЕНС в бух. учете?	8677835	1	0	0	2	Как составить регламент работы с  ЕНС 	составлять регламент работа с енс работа с енс это часть процесс который влиять сумма сальдо единый налоговый счет начисление налог и взнос весь первичный и уточнять отчет например устанавливать срок отражение	Как составить регламент работы с ЕНС ...за работу с ЕНС . Это часть процесса, которая влияет на сумму сальдо единого налогового счета ... начислению налогов и взносов о всех первичных и уточненных отчетах. Например, установить срок для отражения ...	0.21557070314884186	Ложь	0.9246060848236084
налоговая прислала требование - отредактировать СПИ по ОС с нулевой остаточной стоимостью и доначислить налог на имущество по движимым ОС, правомерно ли такое требование?	1874648	1	0	0	16	Как провести переоценку  основных средств 	проводить переоценка основной средство нарушение который приводить занижение налоговый база налог имущество повлечь себя штраф размер 20 процент сумма неуплаченный налог но не менее 40 000 руб	Как провести переоценку основных средств Нарушение, которое привело к занижению налоговой базы по налогу на имущество , повлечет за собой штраф в размере 20 процентов от суммы неуплаченного налога, но не менее 40 000 руб.	0.6983795166015625	Правда	0.959276556968689
Добрый день, поясните пожалуйста. Можно ли получить вычет по НДФЛ за фитнес, если договор оказания услуг есть и в нем прописана сумма оказанных услуг, а чеки утеряны. Достаточно ли в этом случае договора с прописанной суммой оказанных услуг?	5491956	1	0	0	3	Как  получить   вычет по   НДФЛ  на спорт и  фитнес  	получать вычет ндфл спорт и фитнес копия договор оказание физкультурный оздоровительный услуга	Как получить вычет по НДФЛ на спорт и фитнес копия договора на оказание физкультурно-оздоровительных услуг ;	0.477325975894928	Правда	0.9679117798805237
Доброе утро! Считается ли возмещение коммунальных услуг (энергия вода тепло) нашим доходом при УСН 6%от дохода, надо ли включать эти суммы при расчете налога 6%?	2864872	1	0	0	11	Обязан ли плательщик  налога  на профдоход учитывать в  доходах   возмещение   коммуналки 	обязывать ли плательщик налог профдоход учитывать доход возмещение коммуналка плата коммунальный услуга состоять два часть первый часть обязательный ее собственник оплачивать 27 11 2018 422 фз поэтому коммуналка который оплачивать арендатор или компенсировать арендодатель включать	Обязан ли плательщик налога на профдоход учитывать в доходах возмещение коммуналки Плата за коммунальные услуги состоит из двух частей. Первая часть — обязательная, ее собственник оплачивает ... от 27.11.2018 № 422-ФЗ ). Поэтому коммуналку , которую оплатил арендатор или компенсировал арендодателю, нужно включить ...	0.49003374576568604	Правда	0.9383212327957153
У меня есть сотрудница, которая пошла в отпуск по уходу за ребенком, а пособие будет получать отец. Отец может получать пособие и работать полный рабочий день?	671247	1	0	0	6	Как оплачивают больничный по  уходу за   ребенком 	оплачивать больничный уход ребенок больничный пособие уход заболевать ребенок вправе получать тот кто фактически ухаживать малыш больничный лист выдавать не мама ребенок но также его отец бабушка опекун попечитель и	Как оплачивают больничный по уходу за ребенком Больничное пособие по уходу за заболевшим ребенком вправе получить тот, кто фактически ухаживает за малышом. Больничный лист выдают не только маме ребенка, но также его отцу , бабушке, опекуну, попечителю и...	0.5074816942214966	Ложь	0.8691532015800476
