Query	UserId	ChatsQ	BotAnswer	BotHelp
льготы по подоходному налогу?	13046003	1	0	0
Можно ли учесть в налоговом учете приобретение и раздачу витаминов сотрудникам с целью витаминизации?	8785292	1	0	0
Нужен образец учетной политики для ООО система налогообложения осн	5822466	1	0	0
"Добрый день!Наша организация занимается оказанием транспортных услуг.
Каждая машина оснащена прибором учета топлива, прибором системы Глонасс, тахографом.
Данные приборы используются до момента выхода из строя, то есть более 1 года. Но их стоимость менее 100 тыс. руб.
Как вести бухгалтерский и налоговый учет данных приборов?
Я полагаю, что через счет 10.21.1. И в последствии - на забалансовом учитывать до момента износа.
Или все-таки через счет 10.06- прочие материалы и вследствии несущественности сразу списывать в БУ и НУ?"	1941394	1	0	0
Здравствуйте. У нас на балансе числится оборудование свыше 100 тыс (основные средства). Режим налогообложения у нас ОСНО. Надо ли нам платить налог на имущество и соответственно сдавать декларацию.	2110625	1	0	0
ИП на ОСНО дарит недвижимое имущество детям, какие налоги платит ИП?	1594334	1	0	0
Облагается ли ндфл доход сотрудника в натурально форме при оплате обучения такого сотрудника у ип без лицензии	5244199	1	0	0
Добрый день. уточните пожалуйста отчет 6НДФЛ строка 032 от 31..12.23 входит в сумму в том числе в строку 024 или перейдет в отчет 6 НДФД за 1 квартал 2024года?	5857858	1	0	0
Добрый день! ситуация: сотрудник находится в отпуске за свой счет. Он хочет заправить рабочий картридж. Вопрос: на сколько это правомерно? Можно ли принять эти расходы в НУ ?	6498009	1	0	0
Добрый день! Подскажите у нас в программе 1С8.3 ЗУП база для НДФЛ	2205377	1	0	0
не могу открыть ответ, здравствуйте	17037171	1	0	0
"Просим дать консультацию по следующему вопросу. 
Организация уплачивает ежеквартальные авансовые платежи по налогу на прибыль. В 4 квартале она утрачивает право на применение квартальных платежей из-за превышения установленного лимита выручки и переходит на уплату ежемесячных авансовых платежей по налогу на прибыль. В связи с этим обстоятельством организация должна сдать уточненную/корректировочную декларацию по налогу на прибыль за 9 мес. , с заполнением в ней строк 320-340 Листа 02 и с включением подраздела 1.2. за 4 кв. с кодом «24» по строке 001 и за 1 кв. с"	9722944	1	0	0
Здравствуйте! Подскажите пожалуйста, в уведомлении по транспортному налогу за 4 квартал 2023 года какой ставить период, месяц, квартал?	1762745	1	0	0
эту общую информацию я и сама нахожу	13930577	1	0	0
Добрый день! Подскажите, пожалуйста, надо ли удерживать НДФЛ с необязательных выплат при увольнении? Увольнение по соглашению сторон	17686615	1	0	0
Добрый день, ИП произвел оплату учебы своего ребенка в ВУЗе, но ребеноу отучился один семестр и бросил обучение, осталась ли возможность получить вычет за обучение если институт не окончен?	2624092	1	0	0
Обязательно ли нужно составлять служебную записку о премировании для уменьшения налоговой базы по налогу на прибыль?	4728453	1	0	0
Доброе утро! ИП на УСН Доходы обнаружил, что не учел в доходах несколько сумм. В связи с этим было подано не верная сумма в уведомлении по УСН за 3 квартал 2023 г. Нужно ли сейчас подавать корректирующее уведомление за 3 квартал 2023 г. или уже просто сдавать декларацию по УСН Доходы за 2023 г.?	3360901	1	0	0
Добрый день, прошу проконсультировать вопрос по налогу на имущество, у нас на балансе имеется сооружение, назначение Железнодорожные пути складского хозяйства №406, № 407 Протяженность 552м. имеет кадастровый номер. В реестре недвижимости облагаемой налогом на имущество по кадастровой стоимости сооружение не найдено. В декларации по налогу на имущество надо учитывать это сооружение?	18221252	1	0	0
Добрый день, помогите в решении вопроса: для оплаты больничного листа можно ли брать заработок с предыдущего места работы по совместительству, где сотрудник не отработал два года, уволившись в 2022году.Заранее спасибо.	17239799	1	0	0
Добрый день. Есть решение учредителей о выплате дивидендов. Часть дивидендов учредители хотят получить в наличной форме а часть в безналичной. Как сформулировать данное условие в решении учредителей о выплате дивидендов?	921887	1	0	0
Должна ли бюджетная организация платить первые три дня внешнему совместителю, если по основному месту работы больничные начисляются из максимального размера больничного листа	21061603	1	0	0
лечение вычет по санаторной путевки	18116246	1	0	0
Добрый день, нам на расчетный счет поступила переплата по договору инвестирования, в какой строке оддс отразить?	515901	1	0	0
добрый день! скажите пожалуйста биологический монокулярный микроскоп xsp 03 2000 по какой ставке НДС облагается? 10 % или 0 %?	396794	1	0	0
Недостачу товара на складе было решено не удерживать с кладовщиков. Можно ли учесть сумму недостачи в налоговом учете как внереализационные расходы при расчете налога на прибыль?	17981750	1	0	0
Добрый день! Помогите пожалуйста найти ответ на следующий вопрос. Физическое лицо оказывало услуги предприятию. 31.12.2023г. был сдан ЕФС-1 о расторжении этого договора. Дата договора ГПХ 20.05.2019г. СЗВ-ТД начали сдавать с 01.01.2020г. При этом договора ГПХ в данный отчет на тот момент не включали. СЗВ-М и СЗВ-Стаж на данное физ.лицо сдавался. Сейчас СФР требует сдать СЗВ-ТД на дату заключения договора. Вопрос: 1. С какого времени ил Когда должен был сдан отчет СЗВ-ТД о заключении договора ГПХ с физ.лицом? Какие штрафные санкции могут быть применены?	5480504	1	0	0
Здравствуйте! Подскажите, сотрудник у нас по совместительству. Ушел на больничный. Его оплатили по основному месту работы. как нам отметить больничный этого сотрудника?	450845	1	0	0
Доброе утро. Интересует расчет увольнения сотрудницы в отпуске по уходу за ребенком по собственному желанию.	3544462	1	0	0
"Сотрудник работал с начала года по ноябрь включительно у индивидуального предпринимателя. При увольнении получил справку 2НДФЛ. В конце декабря предприниматель умер и годовой отчет 6ндфл не сдал. Как теперь сотруднику составить 3 НДФЛ и получить вычет на лечение , если информации за год в налоговой службе нет? Я готова ждать 24 часа для передачи ответа экспертам и жду письменный ответ.

© Материал из БСС «Система Главбух».
Подробнее: https://1gl.ru/#/recommendations/?of=copy-e46d86a94f"	1653411	1	0	0
я до сих пор не понимаю если по ГПХ человек работает был нерезидентом стал резидентом-надо ли возвращать нам ему разницу? 30-13%=17	2903566	1	0	0
"Добрый день! Помогите, пожалуйста, найти экономическую ""вилку"" должностных окладов"	16381186	1	0	0
Добрый день. Может или нет быть выдан больничный лист, после онлайн консультации с врачом	9789537	1	0	0
Доброе утро! ИП совмещает патент и УСН- 6 %. Патент приобретен на 1 год. ИП закрывает патент в ноябре, а в декабре общая выручка от ПСН и УСН превышает лимит 60 млн. руб. Должен ли ИП подавать уведомление о превышении лимита и пересчитывать налог за весь год по ставке 6% УСН -?	13691981	1	0	0
Добрый день, просьба подсказать. 25 февраля срок сдачи уведомления по налогам в т.ч. имущественных, по налогу на имущество с кадастрой стоимости выявили ошибку, по одному объекту на подавали авансовые платежит по срокам 25.04.23, 25.07.23, 25.10.23. Сдавать уточненные уведомления к этим срокам или сдать правильно по году?	18701033	1	0	0
"Добрый день! Учредитель компании решил ликвидировать компанию в упрощенном порядке (с 1 июля 2023 года вступили общие правила сомой процедуры согласно закону). Компания отвечает всем критериям для данной ликвидации. Директор и учредитель одно лицо. Директор работает по трудовому договору на не полную ставку. 
Вопросы:
Нужно ли решение о ликвидации компании? Нужно ли назначать ликвидатора?
Как и в какое время можно уволить директора?"	2891484	1	0	0
"Добрый день! На балансе предприятия числится на сч.04 Нематериальный актив ""сайт организации"" стоимостью 80 000 рублей, начислена амортизация 18 666 руб с 2022 года, можно ли списать на конец года этот НМА,т.к. с 2024 года у нас лимит 100 000 руб, Или можно оставить и дальше начислять амортизацию до полного погашения ?"	8314820	1	0	0
Добрый день! Застройщик благоустроил землю (заасфальтировал проезд к дому, установил скамейки, озеленил территорию), прилегающий к многоквартирному дому, после ввода дома решил отказаться от земли и передать ее в муниципальную собственность вместе в благоустройством. Может ли застройщик принять к расходам для налога на прибыль данный ЗУ со всеми передаваемыми элементами благоустройства?	6423189	1	0	0
Импорт из Армении: оборудование. Сделала заявление на ввоз в ИФНС, предоставила инвойс, а ИФНС требует с меня счет-фактуру, в Армении не понимают чего я с них требую. Как быть в такой ситуации и как выглядит счет-фактура из Армении?	6959876	1	0	0
Добрый день! какой ОКОФ у здания складского комплекса продовольственных и непродольственных товаров	3756106	1	0	0
Добрый день! Как я могу задать вопрос эксперту?	2178029	1	0	0
добрый день! подскажите - хотели бы сегодня подать уведомление по налогу на имущество за 2023 год, транспорт и землю, еще УСН за 2023 год., на страховые взносы за январь 24 и НДФЛ за февраль 24 подадим 22 февраля и закинем деньги на расчетный счет. Как правильно все сделать, чтобы эти налоги списались правильно?	398225	1	0	0
Добрый ден. Просьба проконсультировть. При заполнении ОДДС в какую строку включить получение денежных средств от возмещения затрат?	919387	1	0	0
"Добрый день. Не могу работать в Системе Актион Бухгалетрия. Система выдает сообщениеважаемый коллега! Система контроля доступа сообщает, что превышено количество оплаченных лицензий.

Количество пользователей, в настоящий момент работающих в Системе, превышает количество лицензий Вашего доступа.

Если у вас одна лицензия — возможно, что пользователь с Вашим логином в настоящий момент уже работает в Системе Актион Бухгалтерия. Условия Вашего доступа не позволяют работать одновременно с нескольких компьютеров.

Обратите внимание на количество открытых окон с Системой на Вашем компьютере. Закр"	19382449	1	0	0
Добрый день. Прошлую неделю пользовалась Системой Главбух на работе, в четверг вечером дома решила зайти с ноутбука, система не дала. В пятницу сделала звонок в Актион и там мне сказали, что нельзя одновременно с разных IP-адресов заходить, т.к. система распознает это как 2 пользователя. В пятницу вечером я вышла из личного кабинета Актион, но и дома не смогла все равно зайти в систему главбух. Как быть в этом случае?	1955725	1	0	0
Здравствуйте. У нас в организации есть работники-вахтовики, работающие на месторождениях, которым выплачивается вахтовая надбавка. Вопрос: облагается или нет в 2024 году НДФЛ и взносами вахт.надбавка и в каком размере?	4244936	1	0	0
Добрый день! Если организация не согласна с налоговой о наличии отрицательного сальдо по ЕНС, есть специальный бланк для ответа в налоговую? Акт сверки с налоговой имеется.	6279043	1	0	0
"Добрый день!
ООО на ОСНО реализует комплекс услуг, в который входит несколько услуг, как облагаемые ндс, так и без ндс. Можно ли реализовать одной позицией, указав общую сумму и сумму налога?"	19790291	1	0	0
Добрый день. Организация на ОСНО. В собственности находиться нежилое помещение по одним Литером, стоит на балансе как одно основное средство. На данный момент это помещение разделили на 5 литеров. Как верно определить стоимость каждого литера? Проводки в 1С?	3619728	1	0	0
Добрый день. на сотрудника пришел исполнительный лист и есть блокировка карты - оттуда сразу списывается 50% поступлений. как перечислять правильно зп, чтобы не было удержаний автоматических, т.к. с заработной платы итак будут производиться удержания	3215999	1	0	0
Какими документами подтверждается разукомплектование транспортных средств?	2267665	1	0	0
Добрый день. Вопрос о налоге на имущество по квартирам купленным для продажи. Когда начисляется срок по начислению квартир купленных для последующей реализации.	20677536	1	0	0
Добрый день! Как учитывать запчасти, купленные на служебную машину?	18804936	1	0	0
учет расходов при переходе с усн доход на усн доход-расход	7552952	1	0	0
Доброе утро! Задавала вопрос в поддержку по ЕНС, как узнать ответ на заданный вопрос уже готов?	20667685	1	0	0
Добрый день! Подскажите с нашей организацией был заключен договор ГПХ исполнитель которого является иностранный гражданин с видом на жительство. Какие органы нам нужно уведомить и какую отчетность дополнительно нужно сдавать?	4981512	1	0	0
Принятый сч-фактуру на аванс когда обязаны восстановить, сроки	19109740	1	0	0
Добрый день. Организация продала нежилое здание. Здание огорожено забором с воротами, кроме того, в здании есть вентиляция, пожарная сигнализация- в бух. учете это отдельные основные средства, их не демонтировали, остались новому собственнику. В договоре их не указывали, составили акт приема -передачи основных средств. Подскажите, пожалуйста, как быть с этими основными средствами- отдельно они не реализованы, в договоре не прописаны.	351338	1	0	0
"Доброе утро. Прошу прислать бланк 
1 КФХ за 2023 г"	2423587	1	0	0
Добрый день! Может ли иностранный гражданин визовой страны, обучающийся в России	666256	1	0	0
добрый день. организация на оно. если она перейдет на работу без ндс, какие налоги и сколько надо будет платить.	1670974	1	0	0
Доброе утро! Незнаю сможете ли мне помочь. Как узнать что зарегистрировано на организацию, земельные участки, дома, автомобили?	171169	1	0	0
Добрый день. прошу подобрать материал как и когда уведомить налоговую о том что филиал поменял адрес	576862	1	0	0
как правильно поставить на учет оборудование если оно не числиться в организации	3696894	1	0	0
Добрый день. Если у ИП есть оквэд 68.20. Нужно ли еще добавлять дополнительный оквэд 68.20.1 , если сдавать квартиру в аренду ?	4498736	1	0	0
Добрый день! Уведомление об исчисленных налогах подается отдельно по каждому налогу? или можно в одном уведомлении и НФДЛ одной строкой, взносы- второй строкой?	1581389	1	0	0
не могу найти форму кнд 1112501 в редакции 09.01.2024	475409	1	0	0
Доброго дня! Подскажите, пожалуйста, вклад в ПИФ определенной суммы физлицом. Является ли этот вклад расходом у физлица.	353355	1	0	0
Добрый день. Если количество дней без сохранения зарплаты больше 14 в год?	19672822	1	0	0
Можно ли принимать документы от поставщика, если подпись и печать факсимильные. В договоре поставке есть пункт разрешающий оформлять первичные документы с факсимильными подписями	1597021	1	0	0
Добрый день! Станция технического обслуживания была построена физическим лицом 8 лет назад. 5 лет он был ИП и платил ЕНВД за работу на станции. 3 года назад он закрыл ИП, прекратил работу на станции. Сейчас решил продать станцию как физическое лицо. Каа он может уменьшить НДФЛ при продаже станции?	677107	1	0	0
бухгалтерские записи при отражении налога на прибыль в бухгалтерском учете	5488605	1	0	0
Добрый день! подскажите, пожалуйста, как рассчитать компенсацию отпуска декретницы если последняя заработная плата была сентябре 2018, зп ниже МРОТ	2955583	1	0	0
Добрый день. Сотрудник пенсионер просит уволиться, чтоб ему ПФР пересчитали пенсию, а потом снова просит, чтоб его приняли на работу. Насколько такая процедура отразится на размере его пенсии?	126964	1	0	0
Добрый день. Подскажите, пожалуйста, как документально оформит и какими проводками отразить в бухгалтерском учете текущий ремонт основных средств хозяйственным способом.	2455580	1	0	0
входит ли командировочные в расчет среднего заработка?	8309598	1	0	0
здравствуйте, какие сейчас особенности работы с поставщиками из Эстонии?	268007	1	0	0
Добрый день! Мы пользуемся возможность бесплатной отправки отчетности по электронному документообороту. Подскажите, пожалуйста, должны ли мы оплатить дополнительно за возможность приема запросов от СФР и отправление заявлений на оплату больничного листа? И, есть ли какая то инструкция, как работать с отправкой сведений для оплаты больничного листа в 2024 году в системе электронной отправки Главбуха?	547642	1	0	0
Добрый день! Сотрудник при увольнении в последний день просит справку 2-ндфл. Обязаны мы ему выдать при увольнении?	21468243	1	0	0
сотрудник предоставил отчет по командировочным расходам (Китай). можно ли построчный перевод предоставленных чеков на китайском языке сделать самостоятельно в онлайн переводчике и данный перевод приложить к авансовому отчету?	16709199	1	0	0
Общество использует возобновляемую кредитную линию на текущую деятельность. Одновременно свободные денежные средства от реализации размещает на депозитном счете под процент значительно ниже ставки за пользование кредитной линией. Возникают ли налоговые риски у общества?. спасибо	13288579	1	0	0
"Добрый день!Подскажите
можно ли заключить снова контракт по 44 фз, в случае расторжения предыдущего по соглашению сторон."	20066213	1	0	0
Вопрос: /Организация застройщик ввела дом в эксплуатацию в ноябре месяце и начала передавать квартиры дольщикам.. В декабре месяце получила документы от газораспределяющий организации на техническое присоединение газа. Организация находиться на УСНО доходы-расходы, можно выше указанные расходы принять в налоговом учете	112981	1	0	0
Здравствуйте! Вопрос: При заполнении строки 4119 ОДДС за 2023 год в части НДС попадает сумма НДС начисленного к уплате при расчетах с покупателями в размере 2 млн за вычетом суммы НДС начисленного к возмещению при расчетах с поставщиками 1 млн 800 тыс., т. е. в прочие поступления попадает 200 тыс. руб. Уплата же НДС в размере 430 тыс. руб за 2023 год попадает в строку 4129 Прочие платежи. Правильно ли что так отразилось?	1796716	1	0	0
Добрый день. Компания-застройщик на ОСНО, осуществляет постройку дома с коммерческими помещениями на первом этаже. Строительство осуществляется подрядным способом через ген.подрядчика. На два ком.помещение заключен договор инвестирования 1й - с физическим лицом, 2й - с юр.лицом. В 2023 году дом введен в эксплуатацию. Вопрос: облагаются данные помещения НДС?	3143383	1	0	0
можно ли отстранить работника, имеющего большую задолженность перед ФНС?	21061603	1	0	0
Добрый день! Обязательно ли хранить сканы документов об образовании внешних совместителей?	19694323	1	0	0
Добрый день! Обнаружили в выписках ЕГРН по запросу перед уплатой налога на имущество сюрпризы. Например, в разы увеличилась кадастровая стоимость объектов недвижимости. В основном увеличение стоимости датируется 01.01.2024. Иногда вместо кадастровой стоимости стоит инвентаризационная. На недострой не было никакой стоимости - теперь есть. Как считать налог за 2023 год? Изменения относятся только к расчетам за 2024 год?	114640	1	0	0
Доброе утро! Списали объект недвижимости 11.01.2024, с какого момента перестанет начисляться налог на имущество? Учитывали по среднегодовой стоимости	20286363	1	0	0
Добрый день. Обязательно ли указывать в УПД/СФ реквизиты свидетельства ОГРНИП? Не указание данного номера является существенным нарушением и основанием для отказа в вычетах?	18802504	1	0	0
Добрый день. В ООО учредитель и директор одно лицо, сейчас директор увольняется и директором будет другое лицо. Что надо подать в налоговую для изменения директора7	352489	1	0	0
Доброе утро! Оплатили авансом проценты по кредиту. По какому счету их отражать, т.е. дебиторская задолженность или со знаком минус по счету КТ 66.02 или Кт 67.02? Т.е в пассиве баланса? или в активе? Спасибо	16699826	1	0	0
Добрый день! ООО по агентскому договору на подбор автомобиля с физ. лицом берет на себя обязательство подобрать физ. лицу определенный автомобиль и свести его с продавцом. Физ. лицо оплачивает ООО только агентское вознаграждение за подбор авто. Расчёты за сам автомобиль ведутся физ. лицом с продавцом авто напрямую. Как правильно пробить чек на агентские услуги? Нужно ли указывать в чеке признак агента и продавца авто с его ИНН?	5383010	1	0	0
можно ли отстранить работника, имеющего большую задолженность перед ФНС?	21061603	1	0	0
Добрый день. Подскажите, пожалуйста. На личную карточку ИП поступают денежные средства от физических лиц за услуги проживания. Должен ли ИП пробивать данные суммы по ККТ как поступление бкзнвльных средств?	2657851	1	0	0
безвозмездная помощь дочерней компании денежными средствами. Учет у материнской компании.	2118629	1	0	0
Здравствуйте. Премию за январь 2024 г. начислили после выплаты зарплаты и начисления всех страховых взносов. Выплата премии 19.02.2024 г. В какие сроки необходимо перечислить страховые взносы - премиальную часть, если взносы на травматизм уже перечислены 15.01.24 г.	19731259	1	0	0
Добрый день! Подскажите пжста, налоговые ставки при УСН доходы минус расходы в Красноярском крае и кто применяет пониженные. Спасибо	19221577	1	0	0
Добрый день! Пришлите ссылку где я могу взять расчетчик больничного, пожалуйста	19715823	1	0	0
Доброе утро! Перечень отчетов и порядок /сроки их предоставления для организаций на УСН 15%. На какие расходы можно уменьшить доходы.	6805528	1	0	0
Здравствуйте! вопрос - списание безнадежной кредиторской задолженности (срок давности три года прошел) будет уменьшать налогооблагаемую базу по налогу на прибыль?	2605259	1	0	0
добрый день! Подскажите пожалуйста в организации имеется полностью самортизированное основное средство, например здание. Каков порядок, если это основное средство продолжает участвовать в производстве, и необходимо вновь отразить его стоимость и начислять амортизацию.	3110668	1	0	0
Добрый день! Мы закупаем ингредиенты для приготовления в баре сэндвичей и коктейлей. Можно их приходовать на сч.10.22.1 (продукты) А затем отправлять на склад товаров сч.41.01 и оттуда на торговую точку? Т.е. допускается корреспонденция сч.41 и сч.10.22?	545739	1	0	0
Здравствуйте.. СВ с января 24 г для субьектов МСн считать с учетом нового МРОТ!!??	6701311	1	0	0
7017004768	547642	1	0	0
если сотрудник предоставил товарный чек от ИП без кассового чека, можно ли принять такие расходы по налогу на прибыль?	2884021	1	0	0
Здравствуйте! Как принять к учету основные средства переданные учредителем, как вклад в капитал.?	3545373	1	0	0
Доброго дня. вопрос. Компания на ОСНО, упрощенные способы учета не применяет, подлежит аудиту. Применяем ФСБУ 5/2019 и 26/2020. При составлении баланса за 2023 в какой строке отражать авансы выданные поставщику. Аванс за товары - в части запасов строка 1210 Запасы или строка 1230 Дебиторская задолженность. Сумма авансов за товар не существенна менее 5 % от общей суммы Дт.	16097870	1	0	0
Здравствуйте! Должен ли ИП на патенте без наемных работников, перевозящий грузы на арендованной ГАЗели, применять ЭДО для организаций, которым он оказывает услуги по перевозке их грузов со склада на склад. Или достаточно бумажных актов выполненных работ (услуг)?	2741308	1	0	0
Здравствуйте. У нас были израсходованы материалы на ремонт помещения, которое у нас находится на счете 41. Какой проводкой списать материалы. Дт41Кт10 не получается т.к. количество материалов встает на количество этого помещения. Но надо увеличить стоимость этого помещения на стоимость списанных материалов	4727760	1	0	0
Здравствуйте. Как безопасно принять самозанятых, с которыми сотрудничали несколько лет, на работу по труд договору или ГПД?	83201	1	0	0
подотчетное лицо отчиталось по чеку за покупку ТМЦ.. в чеке выделен НДС счет фактуры нет т.к приобретал от свего имени на физлицо.. что делать с этим НДС по налоговому и бухучету	14934257	1	0	0
"Добрый день!
Отчет о закрытии смены (онлайн-касса) нужно прикреплять к приходному кассовому ордеру?"	12190836	1	0	0
Добрый день! Скажите если родственники погибли на СВО как можно выдать материальную помощь с организации?	11957878	1	0	0
спасибо	19382449	1	0	0
1	18796227	1	0	0
Здравствуйте, подскажите пожалуйста , можно ли при подаче по уходу до 1,5 лет , заменить года , так как 2023 не такой прибыльный, как 2021 и 22?	8342880	1	0	0
Добрый день. Вопрос: АО, в уставе прописано, что аудитор в обществе отсутствует. Когда сумма доходов за год превысит 800 млн.руб и АО попадет под обязательный аудит надо будет вносить изменения в устав?	899454	1	0	0
Добрый день! Увольнение в связи с ликвидацией, сотрудник написал заявление на увольнение за месяц до истечения двухмесячного срока предупреждения. Какие выплаты положены сотруднику?	6228175	1	0	0
подскажите пожалуйста, ИП регистрирует деятельность, будет оказывать услуги 1) программная разработка 2) модернизация сайта заказчика... какие это ОКВЭДЫ?	2507314	1	0	0
Добрый день, подскажите, пожалуйста, за какой период я могу предъявить налоговый вычет по процентам на ипотеку? за весь период оплаты процентов или только за 3 года, предшествующих подаче декларации 3 НДФЛ?	323350	1	0	0
Здравствуйте! Сотрудник был отправлен в командировку из города А в город Б. Длительность командировки превышает 30 рабочих дней. Было принято решение перевести сотрудника в ОП компании по месту фактического пребывания. Тем самым мы имеем дату начало командировки, а возвращение нет. Может ли окончанием командировки быть перевод в другое ОП.	1831392	1	0	0
"Ирина ,спасибо, оценка самая лучшая, онлайн оценка ""пропала с экрана""."	246516	1	0	0
Добрый день. Как списать дебиторскую задолженность , если организация (покупатель)ликвидирована	127100	1	0	0
можно ли учитывать уборку снега в расходы на УСН	6896919	1	0	0
Добрый день! Наша организация применяет УСН доходы. В 2023 году от учредителя безвозмездно нам был передан в хозведение автомобиль. Мы его приняли к учету в состав ОС. По оценке независимой экспертизы сумму стоимости автомобиля отразили в К-т счета 83.01.1. Как должна отразиться эта сумма в балансе и отчете о фин.результатах ( какие строки)? Спасибо за ответ.	2811824	1	0	0
добрый день. компания направляет сотрудника в Нигерию и оплачивает вакцинацию сотрудника. следует ли удерживать ндфл с суммы за вакцинацию?	15203650	1	0	0
"Добрый день!
16.02.2024 сдан годовой отчет по 6-НДФЛ с пометкой «Сдано, требует уточнения».
Так как годовой отчет состоит из 11 консолидированных отчетов от Филиалов предприятия, то возникли ошибки «Более одной справки с одинаковыми значениями серии и номера документа удостоверяющего личность физического лица». Эта ошибка возникла из-за того что один сотрудник в течении года был переведен из одного Филиала в другой. По одному сотруднику было сформировано две справки.
Вопрос: 
1. Как сделать уточнение отчета, если по сотруднику было предоставлено две справки по форме 2-НДФЛ?

2. В Уточненный о"	19030645	1	0	0
